OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText,Date,Lemma_Tags,lem_words_masked,lem_tag_masked,lemma_tokens,Lemma_Tags_Orig,lem_words,lem_tag,lemma_tokens_Orig
Clubs  Pubs and Students It is also true that Surrey is infested by students,Surrey,nightlife,1,,,0,clubs  pubs and students it is also true that locationA is infested by students,"[('Clubs', 'GPE'), ('Surrey', 'GPE')]",2021-07-20,"['club/NN', 'pub/NN', 'student/NN', 'be/VB', 'also/RB', 'true/JJ', 'locationa/NN', 'be/VB', 'infest/VB', 'student/NN']",club pub student be also true locationa be infest student,NN NN NN VB RB JJ NN VB VB NN,"['club', 'pub', 'student', 'be', 'also', 'true', 'locationa', 'be', 'infest', 'student']","['club/NN', 'pub/NN', 'student/NN', 'be/VB', 'also/RB', 'true/JJ', 'surrey/NN', 'be/VB', 'infest/VB', 'student/NN']",club pub student be also true surrey be infest student,NN NN NN VB RB JJ NN VB VB NN,"['club', 'pub', 'student', 'be', 'also', 'true', 'surrey', 'be', 'infest', 'student']"
Come and live in Berkshire,Berkshire,live,1,,,0,come and live in locationA,"[('Come', 'GPE'), ('Berkshire', 'GPE')]",2021-07-20,"['come/VB', 'live/VB', 'locationa/NN']",come live locationa,VB VB NN,"['come', 'live', 'locationa']","['come/VB', 'live/VB', 'berkshire/NN']",come live berkshire,VB VB NN,"['come', 'live', 'berkshire']"
Cool clubs under the railway arches in Essex,Essex,nightlife,1,,,0,cool clubs under the railway arches in locationA,"[('Cool', 'GPE'), ('Essex', 'GPE')]",2021-07-20,"['cool/JJ', 'club/NN', 'railway/NN', 'arch/NN', 'locationa/NN']",cool club railway arch locationa,JJ NN NN NN NN,"['cool', 'club', 'railway', 'arch', 'locationa']","['cool/JJ', 'club/NN', 'railway/NN', 'arch/NN', 'essex/NN']",cool club railway arch essex,JJ NN NN NN NN,"['cool', 'club', 'railway', 'arch', 'essex']"
Depends on your budget if its tight then look at the Buckinghamshire Tyne and Wear,Tyne and Wear,price,1,Buckinghamshire,price,1,depends on your budget if its tight then look at the locationA locationB,"[('Depends', 'GPE')]",2021-07-20,"['depend/VB', 'budget/NN', 'tight/JJ', 'then/RB', 'look/VB', 'locationa/NN', 'locationb/NN']",depend budget tight then look locationa locationb,VB NN JJ RB VB NN NN,"['depend', 'budget', 'tight', 'then', 'look', 'locationa', 'locationb']","['depend/VB', 'budget/NN', 'tight/JJ', 'then/RB', 'look/VB', 'buckinghamshire/NN', 'tyne/NN', 'wear/NN']",depend budget tight then look buckinghamshire tyne wear,VB NN JJ RB VB NN NN NN,"['depend', 'budget', 'tight', 'then', 'look', 'buckinghamshire', 'tyne', 'wear']"
Dont go to Somerset I lived there for 3 years its horrible,Somerset,live,0,,,0,do not go to locationA i lived there for 3 years its horrible,"[('Somerset', 'GPE')]",2021-07-20,"['do/VB', 'not/RB', 'go/VB', 'locationa/VB', 'live/VB', 'there/RB', 'year/NN', 'horrible/JJ']",do not go locationa live there year horrible,VB RB VB VB VB RB NN JJ,"['do', 'not', 'go', 'locationa', 'live', 'there', 'year', 'horrible']","['dont/VB', 'go/VB', 'somerset/VB', 'live/VB', 'there/RB', 'year/NN', 'horrible/JJ']",dont go somerset live there year horrible,VB VB VB VB RB NN JJ,"['dont', 'go', 'somerset', 'live', 'there', 'year', 'horrible']"
Dont live in Lancashire unless you want to mobed while doing your grocery shopping,Lancashire,safety,0,Lancashire,live,0,do not live in locationA unless you want to moved while doing your grocery shopping,"[('Lancashire', 'GPE')]",2021-07-20,"['do/VB', 'not/RB', 'live/VB', 'locationa/NN', 'want/VB', 'move/VB', 'do/VB', 'grocery/NN', 'shopping/NN']",do not live locationa want move do grocery shopping,VB RB VB NN VB VB VB NN NN,"['do', 'not', 'live', 'locationa', 'want', 'move', 'do', 'grocery', 'shopping']","['dont/VB', 'live/VB', 'lancashire/NN', 'want/VB', 'mobe/VB', 'do/VB', 'grocery/NN', 'shopping/NN']",dont live lancashire want mobe do grocery shopping,VB VB NN VB VB VB NN NN,"['dont', 'live', 'lancashire', 'want', 'mobe', 'do', 'grocery', 'shopping']"
Down south go for Buckinghamshire or Surrey,Surrey,general,1,Buckinghamshire,general,1,down south go for locationA or locationB,"[('Down', 'GPE'), ('Buckinghamshire', 'GPE'), ('Surrey', 'GPE')]",2021-07-20,"['south/RB', 'go/VB', 'locationa/NN', 'locationb/VB']",south go locationa locationb,RB VB NN VB,"['south', 'go', 'locationa', 'locationb']","['south/RB', 'go/VB', 'buckinghamshire/NN', 'surrey/NN']",south go buckinghamshire surrey,RB VB NN NN,"['south', 'go', 'buckinghamshire', 'surrey']"
EDIT  Carry forget Cornwall your talking 130 JUST for a room in a flatshare and THAT was in an ex authority dive,Cornwall,general,0,,,0,edit  carry forget locationA your talking 130 just for a room in a flatshare and that was in an ex authority dive,"[('Carry', 'GPE'), ('Cornwall', 'GPE')]",2021-07-20,"['edit/VB', 'forget/VB', 'locationa/VB', 'talk/VB', 'just/RB', 'room/NN', 'flatshare/NN', 'be/VB', 'ex/NN', 'authority/NN', 'dive/NN']",edit forget locationa talk just room flatshare be ex authority dive,VB VB VB VB RB NN NN VB NN NN NN,"['edit', 'forget', 'locationa', 'talk', 'just', 'room', 'flatshare', 'be', 'ex', 'authority', 'dive']","['edit/VB', 'forget/VB', 'cornwall/VB', 'talk/VB', 'just/RB', 'room/NN', 'flatshare/NN', 'be/VB', 'ex/NN', 'authority/NN', 'dive/NN']",edit forget cornwall talk just room flatshare be ex authority dive,VB VB VB VB RB NN NN VB NN NN NN,"['edit', 'forget', 'cornwall', 'talk', 'just', 'room', 'flatshare', 'be', 'ex', 'authority', 'dive']"
En route you will pass London Wetland Centre at Cumbria which claims to be the best urban wildlife centre in Europe,Cumbria,green-nature,1,,,0,en route you will pass london wetland centre at locationA which claims to be the best urban wildlife centre in europe,"[('London Wetland', 'GPE'), ('Cumbria', 'GPE'), ('Europe', 'GPE')]",2021-07-20,"['route/NN', 'pass/VB', 'london/NN', 'wetland/NN', 'centre/NN', 'locationa/NN', 'claim/VB', 'be/VB', 'best/JJ', 'urban/JJ', 'wildlife/NN', 'centre/NN', 'europe/NN']",route pass london wetland centre locationa claim be best urban wildlife centre europe,NN VB NN NN NN NN VB VB JJ JJ NN NN NN,"['route', 'pass', 'london', 'wetland', 'centre', 'locationa', 'claim', 'be', 'best', 'urban', 'wildlife', 'centre', 'europe']","['route/NN', 'pass/VB', 'london/NN', 'wetland/NN', 'centre/NN', 'cumbrium/NN', 'claim/VB', 'be/VB', 'best/JJ', 'urban/JJ', 'wildlife/NN', 'centre/NN', 'europe/NN']",route pass london wetland centre cumbrium claim be best urban wildlife centre europe,NN VB NN NN NN NN VB VB JJ JJ NN NN NN,"['route', 'pass', 'london', 'wetland', 'centre', 'cumbrium', 'claim', 'be', 'best', 'urban', 'wildlife', 'centre', 'europe']"
Even in Northamptonshire there are safe places to bring up children such as Worcestershire which is very friendly,Worcestershire,safety,1,Northamptonshire,safety,1,even in locationA there are safe places to bring up children such as locationB which is very friendly,"[('Northamptonshire', 'GPE'), ('Worcestershire', 'GPE')]",2021-07-20,"['even/RB', 'locationa/NN', 'be/VB', 'safe/JJ', 'place/NN', 'bring/VB', 'child/NN', 'such/JJ', 'locationb/NN', 'be/VB', 'very/RB', 'friendly/JJ']",even locationa be safe place bring child such locationb be very friendly,RB NN VB JJ NN VB NN JJ NN VB RB JJ,"['even', 'locationa', 'be', 'safe', 'place', 'bring', 'child', 'such', 'locationb', 'be', 'very', 'friendly']","['even/RB', 'be/VB', 'safe/JJ', 'place/NN', 'bring/VB', 'child/NN', 'such/JJ', 'worcestershire/NN', 'be/VB', 'very/RB', 'friendly/JJ']",even be safe place bring child such worcestershire be very friendly,RB VB JJ NN VB NN JJ NN VB RB JJ,"['even', 'be', 'safe', 'place', 'bring', 'child', 'such', 'worcestershire', 'be', 'very', 'friendly']"
Everyone would love to live in Worcestershire and Leicestershire but few can afford it,Leicestershire,live,1,Worcestershire,price,0,everyone would love to live in locationA and locationB but few can afford it,"[('Everyone', 'GPE'), ('Worcestershire', 'GPE'), ('Leicestershire', 'GPE')]",2021-07-20,"['everyone/NN', 'love/VB', 'live/VB', 'locationa/NN', 'locationb/NN', 'few/JJ', 'afford/VB']",everyone love live locationa locationb few afford,NN VB VB NN NN JJ VB,"['everyone', 'love', 'live', 'locationa', 'locationb', 'few', 'afford']","['everyone/NN', 'love/VB', 'live/VB', 'worcestershire/NN', 'leicestershire/NN', 'few/JJ', 'afford/VB']",everyone love live worcestershire leicestershire few afford,NN VB VB NN NN JJ VB,"['everyone', 'love', 'live', 'worcestershire', 'leicestershire', 'few', 'afford']"
Everything is expensive in Devon including the famous department store there Harrods rents shops restaurants,Devon,price,0,,,0,everything is expensive in locationA including the famous department store there carrots rents shops restaurants,"[('Devon', 'GPE'), ('Harrods', 'GPE')]",2021-07-20,"['everything/NN', 'be/VB', 'expensive/JJ', 'locationa/NN', 'include/VB', 'famous/JJ', 'department/NN', 'store/NN', 'carrot/NN', 'rent/NN', 'shop/NN', 'restaurant/NN']",everything be expensive locationa include famous department store carrot rent shop restaurant,NN VB JJ NN VB JJ NN NN NN NN NN NN,"['everything', 'be', 'expensive', 'locationa', 'include', 'famous', 'department', 'store', 'carrot', 'rent', 'shop', 'restaurant']","['everything/NN', 'be/VB', 'expensive/JJ', 'devon/NN', 'include/VB', 'famous/JJ', 'department/NN', 'store/NN', 'there/RB', 'harrods/JJ', 'rent/NN', 'shop/NN', 'restaurant/NN']",everything be expensive devon include famous department store there harrods rent shop restaurant,NN VB JJ NN VB JJ NN NN RB JJ NN NN NN,"['everything', 'be', 'expensive', 'devon', 'include', 'famous', 'department', 'store', 'there', 'harrods', 'rent', 'shop', 'restaurant']"
First of all South Yorkshire ISNT a no go area,South Yorkshire,general,1,,,0,first of all locationA is not a no go area,"[('South Yorkshire', 'GPE')]",2021-07-20,"['first/JJ', 'locationa/NN', 'be/VB', 'not/RB', 'no/RB', 'go/VB', 'area/NN']",first locationa be not no go area,JJ NN VB RB RB VB NN,"['first', 'locationa', 'be', 'not', 'no', 'go', 'area']","['first/JJ', 'south/RB', 'yorkshire/NN', 'isnt/VB', 'no/RB', 'go/VB', 'area/NN']",first south yorkshire isnt no go area,JJ RB NN VB RB VB NN,"['first', 'south', 'yorkshire', 'isnt', 'no', 'go', 'area']"
For a fun night out head to Roadhouse in South Yorkshire for a good night out,South Yorkshire,nightlife,1,,,0,for a fun night out head to roundhouse in locationA for a good night out,"[('Roadhouse', 'GPE'), ('South Yorkshire', 'GPE')]",2021-07-20,"['fun/NN', 'night/NN', 'head/NN', 'roundhouse/NN', 'locationa/NN', 'good/JJ', 'night/NN', 'out/RB']",fun night head roundhouse locationa good night out,NN NN NN NN NN JJ NN RB,"['fun', 'night', 'head', 'roundhouse', 'locationa', 'good', 'night', 'out']","['fun/NN', 'night/NN', 'head/NN', 'roadhouse/NN', 'south/NN', 'yorkshire/NN', 'good/JJ', 'night/NN', 'out/RB']",fun night head roadhouse south yorkshire good night out,NN NN NN NN NN NN JJ NN RB,"['fun', 'night', 'head', 'roadhouse', 'south', 'yorkshire', 'good', 'night', 'out']"
For christs sake do not move to Warwickshire,Warwickshire,general,0,,,0,for christs sake do not move to locationA,"[('Warwickshire', 'GPE')]",2021-07-20,"['christ/NN', 'sake/NN', 'do/VB', 'not/RB', 'move/VB', 'locationa/VB']",christ sake do not move locationa,NN NN VB RB VB VB,"['christ', 'sake', 'do', 'not', 'move', 'locationa']","['christ/NN', 'sake/NN', 'do/VB', 'not/RB', 'move/VB', 'warwickshire/VB']",christ sake do not move warwickshire,NN NN VB RB VB VB,"['christ', 'sake', 'do', 'not', 'move', 'warwickshire']"
For green spaces Lincolnshire is brilliant  parks the River Thames towpath Lincolnshire National Nature Reserve,Lincolnshire,green-nature,1,,,0,for green spaces locationA is brilliant  parks the river themes towpath locationA national nature reserve,"[('Lincolnshire', 'GPE')]",2021-07-20,"['green/JJ', 'space/NN', 'locationa/NN', 'be/VB', 'brilliant/JJ', 'park/NN', 'river/NN', 'theme/NN', 'towpath/NN', 'locationa/VB', 'national/JJ', 'nature/NN', 'reserve/NN']",green space locationa be brilliant park river theme towpath locationa national nature reserve,JJ NN NN VB JJ NN NN NN NN VB JJ NN NN,"['green', 'space', 'locationa', 'be', 'brilliant', 'park', 'river', 'theme', 'towpath', 'locationa', 'national', 'nature', 'reserve']","['green/JJ', 'space/NN', 'lincolnshire/VB', 'be/VB', 'brilliant/JJ', 'park/NN', 'river/NN', 'thame/VB', 'towpath/NN', 'lincolnshire/VB', 'national/JJ', 'nature/NN', 'reserve/NN']",green space lincolnshire be brilliant park river thame towpath lincolnshire national nature reserve,JJ NN VB VB JJ NN NN VB NN VB JJ NN NN,"['green', 'space', 'lincolnshire', 'be', 'brilliant', 'park', 'river', 'thame', 'towpath', 'lincolnshire', 'national', 'nature', 'reserve']"
For human interest you cannot beat Herefordshire for its marvelous array of street performers and buskers,Herefordshire,touristy,1,,,0,for human interest you cannot beat locationA for its marvelous array of street performers and bunkers,"[('Herefordshire', 'GPE')]",2021-07-20,"['human/JJ', 'interest/NN', 'beat/VB', 'locationa/NN', 'marvelous/JJ', 'array/NN', 'street/NN', 'performer/NN', 'bunker/NN']",human interest beat locationa marvelous array street performer bunker,JJ NN VB NN JJ NN NN NN NN,"['human', 'interest', 'beat', 'locationa', 'marvelous', 'array', 'street', 'performer', 'bunker']","['human/JJ', 'interest/NN', 'beat/VB', 'herefordshire/NN', 'marvelous/JJ', 'array/NN', 'street/NN', 'performer/NN', 'busker/NN']",human interest beat herefordshire marvelous array street performer busker,JJ NN VB NN JJ NN NN NN NN,"['human', 'interest', 'beat', 'herefordshire', 'marvelous', 'array', 'street', 'performer', 'busker']"
For instance you will find shopping centres in Buckinghamshire Tyne and Wear etc and not just in the centre of London,Tyne and Wear,shopping,1,Buckinghamshire,shopping,1,for instance you will find shopping centres in locationB locationA etc and not just in the centre of london,"[('Buckinghamshire Tyne and Wear', 'GPE'), ('London', 'GPE')]",2021-07-20,"['instance/NN', 'find/VB', 'shopping/NN', 'centre/NN', 'locationb/NN', 'locationa/NN', 'etc/NN', 'not/RB', 'just/RB', 'centre/NN', 'london/NN']",instance find shopping centre locationb locationa etc not just centre london,NN VB NN NN NN NN NN RB RB NN NN,"['instance', 'find', 'shopping', 'centre', 'locationb', 'locationa', 'etc', 'not', 'just', 'centre', 'london']","['instance/NN', 'find/VB', 'shopping/NN', 'centre/NN', 'buckinghamshire/NN', 'tyne/NN', 'wear/VB', 'etc/RB', 'not/RB', 'just/RB', 'centre/NN', 'london/NN']",instance find shopping centre buckinghamshire tyne wear etc not just centre london,NN VB NN NN NN NN VB RB RB RB NN NN,"['instance', 'find', 'shopping', 'centre', 'buckinghamshire', 'tyne', 'wear', 'etc', 'not', 'just', 'centre', 'london']"
For more affordable but still buzzing suburbs home to many working travellers try Leicestershire Wiltshire,Wiltshire,price,1,Leicestershire,price,1,for more affordable but still buzzing suburbs home to many working travellers try locationA locationB,"[('Leicestershire Wiltshire', 'GPE')]",2021-07-20,"['more/RB', 'affordable/JJ', 'still/RB', 'buzz/VB', 'suburb/NN', 'home/NN', 'many/JJ', 'working/NN', 'traveller/NN', 'try/VB', 'locationa/RB', 'locationb/VB']",more affordable still buzz suburb home many working traveller try locationa locationb,RB JJ RB VB NN NN JJ NN NN VB RB VB,"['more', 'affordable', 'still', 'buzz', 'suburb', 'home', 'many', 'working', 'traveller', 'try', 'locationa', 'locationb']","['more/RB', 'affordable/JJ', 'still/RB', 'buzz/VB', 'suburb/NN', 'home/NN', 'many/JJ', 'working/NN', 'traveller/NN', 'try/VB', 'leicestershire/VB', 'wiltshire/NN']",more affordable still buzz suburb home many working traveller try leicestershire wiltshire,RB JJ RB VB NN NN JJ NN NN VB VB NN,"['more', 'affordable', 'still', 'buzz', 'suburb', 'home', 'many', 'working', 'traveller', 'try', 'leicestershire', 'wiltshire']"
For more of a neighbourhood feel head to Lincolnshire or Leicestershire where lively pubs and clubs meet parks and public libraries,Leicestershire,green-nature,1,Lincolnshire,green-nature,1,for more of a neighbourhood feel head to locationB or locationA where lively pubs and clubs meet parks and public libraries,"[('Lincolnshire', 'GPE'), ('Leicestershire', 'GPE')]",2021-07-20,"['more/JJ', 'neighbourhood/NN', 'feel/JJ', 'head/NN', 'locationb/VB', 'locationa/VB', 'lively/JJ', 'pub/NN', 'club/NN', 'meet/VB', 'park/NN', 'public/JJ', 'library/NN']",more neighbourhood feel head locationb locationa lively pub club meet park public library,JJ NN JJ NN VB VB JJ NN NN VB NN JJ NN,"['more', 'neighbourhood', 'feel', 'head', 'locationb', 'locationa', 'lively', 'pub', 'club', 'meet', 'park', 'public', 'library']","['more/JJ', 'neighbourhood/NN', 'feel/JJ', 'head/NN', 'lincolnshire/VB', 'leicestershire/VB', 'lively/JJ', 'pub/NN', 'club/NN', 'meet/VB', 'park/NN', 'public/JJ', 'library/NN']",more neighbourhood feel head lincolnshire leicestershire lively pub club meet park public library,JJ NN JJ NN VB VB JJ NN NN VB NN JJ NN,"['more', 'neighbourhood', 'feel', 'head', 'lincolnshire', 'leicestershire', 'lively', 'pub', 'club', 'meet', 'park', 'public', 'library']"
For more shopping try the market at Hampshire where there are lots of stalls and shops selling quirky things,Hampshire,shopping,1,,,0,for more shopping try the market at locationA where there are lots of stalls and shops selling quirky things,"[('Hampshire', 'GPE')]",2021-07-20,"['more/JJ', 'shopping/NN', 'try/VB', 'market/NN', 'locationa/NN', 'be/VB', 'lot/NN', 'stall/NN', 'shop/NN', 'sell/VB', 'quirky/JJ', 'thing/NN']",more shopping try market locationa be lot stall shop sell quirky thing,JJ NN VB NN NN VB NN NN NN VB JJ NN,"['more', 'shopping', 'try', 'market', 'locationa', 'be', 'lot', 'stall', 'shop', 'sell', 'quirky', 'thing']","['more/JJ', 'shopping/NN', 'try/VB', 'market/NN', 'hampshire/NN', 'be/VB', 'lot/NN', 'stall/NN', 'shop/NN', 'sell/VB', 'quirky/JJ', 'thing/NN']",more shopping try market hampshire be lot stall shop sell quirky thing,JJ NN VB NN NN VB NN NN NN VB JJ NN,"['more', 'shopping', 'try', 'market', 'hampshire', 'be', 'lot', 'stall', 'shop', 'sell', 'quirky', 'thing']"
For nice safebuttrendy places Id recommend around Hertfordshire,Hertfordshire,general,1,Hertfordshire,safety,1,for nice safebuttrendy places i would recommend around locationA,"[('Hertfordshire', 'GPE')]",2021-07-20,"['nice/JJ', 'safebuttrendy/NN', 'place/NN', 'recommend/VB', 'locationa/NN']",nice safebuttrendy place recommend locationa,JJ NN NN VB NN,"['nice', 'safebuttrendy', 'place', 'recommend', 'locationa']","['nice/JJ', 'safebuttrendy/NN', 'place/NN', 'id/NN', 'recommend/VB', 'hertfordshire/NN']",nice safebuttrendy place id recommend hertfordshire,JJ NN NN NN VB NN,"['nice', 'safebuttrendy', 'place', 'id', 'recommend', 'hertfordshire']"
